"","M","Z1","Z2","Z3","Z4","Z5","X1","X2","X3","X4","X5","X6","X7"
"231","gBOIN-ET",90,10,"Highest Efficacy",6,"Rec",0.64,35.5,61.57,2.18,0.11,0,0
"232","gBOIN-ET",90,10,"Highest Efficacy",6,"Pats",NA,15.4386,18.6279,1.6056,0.1161,0.0066,0
"233","gBOIN-ET",90,10,"Highest Efficacy",7,"Rec",4.44,93.23,2.27,0.06,0,0,0
"234","gBOIN-ET",90,10,"Highest Efficacy",7,"Pats",NA,32.7663,1.9356,0.1776,0.0129,0.0018,0
"235","gBOIN-ET",90,10,"Highest Efficacy",8,"Rec",0,16.84,70.96,9.5,2.45,0.24,0.01
"236","gBOIN-ET",90,10,"Highest Efficacy",8,"Pats",NA,11.9934,20.4633,2.6313,0.7086,0.1698,0.0336
"237","gBOIN-ET",90,10,"Highest Efficacy",9,"Rec",1.07,0.69,1.3,3.2,92.71,0.99,0.04
"238","gBOIN-ET",90,10,"Highest Efficacy",9,"Pats",NA,3.7146,4.2246,4.6572,21.1632,2.0085,0.1644
"239","gBOIN-ET",90,10,"Highest Efficacy",10,"Rec",0.05,0.26,0.5,1.66,9.89,76.21,11.43
"240","gBOIN-ET",90,10,"Highest Efficacy",10,"Pats",NA,3.2595,3.5967,4.3704,7.3281,15.4959,1.9476
