"","M","Z1","Z2","Z3","Z4","Z5","X1","X2","X3","X4","X5","X6","X7"
"26","TITE-gBOIN-ET",45,5,"Highest Efficacy",3,"Pats",NA,4.9263,6.9978,8.9031,11.8974,2.6049,0.3507
"27","TITE-gBOIN-ET",45,5,"Highest Efficacy",4,"Rec",1.69,3.92,12.82,60.91,16.3,3.76,0.6
"28","TITE-gBOIN-ET",45,5,"Highest Efficacy",4,"Pats",NA,5.751,9.0573,14.1375,5.0502,1.5081,0.3096
"29","TITE-gBOIN-ET",45,5,"Highest Efficacy",5,"Rec",1.48,4.71,25.65,59.19,8.43,0.53,0.01
"30","TITE-gBOIN-ET",45,5,"Highest Efficacy",5,"Pats",NA,6.8706,10.9713,13.5804,3.654,0.6822,0.072
"31","TITE-gBOIN-ET",45,5,"Highest Efficacy",6,"Rec",0.37,18.97,65.38,12.95,2.08,0.22,0.03
"32","TITE-gBOIN-ET",45,5,"Highest Efficacy",6,"Pats",NA,11.0043,17.6046,5.4006,1.473,0.3576,0.06
"33","TITE-gBOIN-ET",45,5,"Highest Efficacy",7,"Rec",2.06,86.53,10.7,0.7,0.01,0,0
"34","TITE-gBOIN-ET",45,5,"Highest Efficacy",7,"Pats",NA,28.1379,6.0714,1.1037,0.1689,0.0207,0.0015
"35","TITE-gBOIN-ET",45,5,"Highest Efficacy",8,"Rec",0.01,6.31,74.07,12.45,5.73,1.28,0.15
"36","TITE-gBOIN-ET",45,5,"Highest Efficacy",8,"Pats",NA,6.1092,19.3083,5.1897,3.2613,1.6131,0.5151
"37","TITE-gBOIN-ET",45,5,"Highest Efficacy",9,"Rec",1.36,1.99,3.3,6.17,78.52,7.36,1.3
"38","TITE-gBOIN-ET",45,5,"Highest Efficacy",9,"Pats",NA,4.6479,5.5662,5.4045,13.2984,5.55,1.4631
"39","TITE-gBOIN-ET",45,5,"Highest Efficacy",10,"Rec",0.1,0.36,0.55,1.64,6.08,47.61,43.66
"40","TITE-gBOIN-ET",45,5,"Highest Efficacy",10,"Pats",NA,3.3597,3.7326,4.3776,5.6337,12.0333,6.8595
"41","TITE-gBOIN-ET",45,10,"Utility",1,"Rec",0.3,2.39,3.8,5.09,7.62,15.38,65.42
"42","TITE-gBOIN-ET",45,10,"Utility",1,"Pats",NA,3.8325,4.5402,5.1684,5.7225,6.8874,9.8304
"43","TITE-gBOIN-ET",45,10,"Utility",2,"Rec",0.5,2.54,3.44,3.44,22.52,54.8,12.76
"44","TITE-gBOIN-ET",45,10,"Utility",2,"Pats",NA,3.9294,4.7445,5.6262,9.1209,10.4592,2.0742
"45","TITE-gBOIN-ET",45,10,"Utility",3,"Rec",3.77,4.89,9.07,9.94,56.86,13.92,1.55
"46","TITE-gBOIN-ET",45,10,"Utility",3,"Pats",NA,4.9056,6.9078,9.1326,12.0231,2.3886,0.3093
"47","TITE-gBOIN-ET",45,10,"Utility",4,"Rec",1.77,5.68,5.44,59.34,21.08,5.29,1.4
"48","TITE-gBOIN-ET",45,10,"Utility",4,"Pats",NA,5.7564,9.1239,14.8959,4.6884,1.1217,0.2193
"49","TITE-gBOIN-ET",45,10,"Utility",5,"Rec",1.47,11.46,13.34,55.63,15.14,2.7,0.26
"50","TITE-gBOIN-ET",45,10,"Utility",5,"Pats",NA,6.7497,11.136,14.1528,3.2373,0.525,0.048
"51","TITE-gBOIN-ET",45,10,"Utility",6,"Rec",0.36,8.77,63.95,19.9,5.64,1.21,0.17
"52","TITE-gBOIN-ET",45,10,"Utility",6,"Pats",NA,11.1507,18.2874,5.0043,1.1787,0.2352,0.0393
"53","TITE-gBOIN-ET",45,10,"Utility",7,"Rec",2.2,75.34,17.65,4.19,0.58,0.04,0
"54","TITE-gBOIN-ET",45,10,"Utility",7,"Pats",NA,29.2866,5.1858,0.8466,0.1137,0.0129,9e-04
"55","TITE-gBOIN-ET",45,10,"Utility",8,"Rec",0.01,12.01,76.55,8.44,2.41,0.43,0.15
"56","TITE-gBOIN-ET",45,10,"Utility",8,"Pats",NA,6.2778,20.0283,5.0085,2.8782,1.3782,0.4257
"57","TITE-gBOIN-ET",45,10,"Utility",9,"Rec",1.61,6.19,4.29,4.57,49.85,25.45,8.04
"58","TITE-gBOIN-ET",45,10,"Utility",9,"Pats",NA,4.4865,5.3322,5.1423,14.6502,5.0733,1.2333
"59","TITE-gBOIN-ET",45,10,"Utility",10,"Rec",0.14,0.83,1.17,2.07,4.02,45.57,46.2
"60","TITE-gBOIN-ET",45,10,"Utility",10,"Pats",NA,3.3036,3.6516,4.3287,5.6424,12.8736,6.1944
"61","TITE-gBOIN-ET",45,10,"Highest Efficacy",1,"Rec",0.3,0.69,1.66,3.11,8.77,21.51,63.96
"62","TITE-gBOIN-ET",45,10,"Highest Efficacy",1,"Pats",NA,3.8325,4.5402,5.1684,5.7225,6.8874,9.8304
"63","TITE-gBOIN-ET",45,10,"Highest Efficacy",2,"Rec",0.5,0.77,1.55,3.68,31.93,54.99,6.58
"64","TITE-gBOIN-ET",45,10,"Highest Efficacy",2,"Pats",NA,3.9294,4.7445,5.6262,9.1209,10.4592,2.0742
"65","TITE-gBOIN-ET",45,10,"Highest Efficacy",3,"Rec",3.77,2.85,8.35,24.28,55.77,4.82,0.16
"66","TITE-gBOIN-ET",45,10,"Highest Efficacy",3,"Pats",NA,4.9056,6.9078,9.1326,12.0231,2.3886,0.3093
"67","TITE-gBOIN-ET",45,10,"Highest Efficacy",4,"Rec",1.77,4.04,13.42,61.65,15.56,3.07,0.49
"68","TITE-gBOIN-ET",45,10,"Highest Efficacy",4,"Pats",NA,5.7564,9.1239,14.8959,4.6884,1.1217,0.2193
"69","TITE-gBOIN-ET",45,10,"Highest Efficacy",5,"Rec",1.47,5.51,26,58.94,7.55,0.51,0.02
"70","TITE-gBOIN-ET",45,10,"Highest Efficacy",5,"Pats",NA,6.7497,11.136,14.1528,3.2373,0.525,0.048
"71","TITE-gBOIN-ET",45,10,"Highest Efficacy",6,"Rec",0.36,20.3,65.95,11.63,1.58,0.15,0.03
"72","TITE-gBOIN-ET",45,10,"Highest Efficacy",6,"Pats",NA,11.1507,18.2874,5.0043,1.1787,0.2352,0.0393
"73","TITE-gBOIN-ET",45,10,"Highest Efficacy",7,"Rec",2.2,87.93,9.31,0.55,0.01,0,0
"74","TITE-gBOIN-ET",45,10,"Highest Efficacy",7,"Pats",NA,29.2866,5.1858,0.8466,0.1137,0.0129,9e-04
"75","TITE-gBOIN-ET",45,10,"Highest Efficacy",8,"Rec",0.01,6.51,75.21,11.96,5.19,1.03,0.09
"76","TITE-gBOIN-ET",45,10,"Highest Efficacy",8,"Pats",NA,6.2778,20.0283,5.0085,2.8782,1.3782,0.4257
"77","TITE-gBOIN-ET",45,10,"Highest Efficacy",9,"Rec",1.61,2.03,3.61,6.23,78.25,7.12,1.15
"78","TITE-gBOIN-ET",45,10,"Highest Efficacy",9,"Pats",NA,4.4865,5.3322,5.1423,14.6502,5.0733,1.2333
"79","TITE-gBOIN-ET",45,10,"Highest Efficacy",10,"Rec",0.14,0.36,0.53,1.5,5.5,53.12,38.85
"80","TITE-gBOIN-ET",45,10,"Highest Efficacy",10,"Pats",NA,3.3036,3.6516,4.3287,5.6424,12.8736,6.1944
"81","TITE-gBOIN-ET",60,5,"Utility",1,"Rec",0.18,2.83,3.66,5.11,7.93,15.43,64.86
"82","TITE-gBOIN-ET",60,5,"Utility",1,"Pats",NA,3.9573,4.7595,5.3964,5.8614,6.8238,9.1911
"83","TITE-gBOIN-ET",60,5,"Utility",2,"Rec",0.52,2.55,3.39,3.46,23.24,53.25,13.59
"84","TITE-gBOIN-ET",60,5,"Utility",2,"Pats",NA,4.0455,4.9011,5.7378,8.6868,10.1058,2.475
"85","TITE-gBOIN-ET",60,5,"Utility",3,"Rec",3.64,4.91,8,10.54,56.12,14.91,1.88
"86","TITE-gBOIN-ET",60,5,"Utility",3,"Pats",NA,4.9917,7.0164,9.0135,11.5317,2.715,0.3987
"87","TITE-gBOIN-ET",60,5,"Utility",4,"Rec",1.52,5.22,5.43,56.65,22.22,6.82,2.14
"88","TITE-gBOIN-ET",60,5,"Utility",4,"Pats",NA,5.808,9.1716,13.731,5.1558,1.6185,0.3504
"89","TITE-gBOIN-ET",60,5,"Utility",5,"Rec",1.6,10.62,13.74,54.81,15.93,3.05,0.25
"90","TITE-gBOIN-ET",60,5,"Utility",5,"Pats",NA,6.8601,10.9467,13.4589,3.7956,0.69,0.0681
"91","TITE-gBOIN-ET",60,5,"Utility",6,"Rec",0.43,8.47,60.71,22.48,6.33,1.38,0.2
"92","TITE-gBOIN-ET",60,5,"Utility",6,"Pats",NA,11.1132,17.3004,5.5914,1.4991,0.3339,0.0531
"93","TITE-gBOIN-ET",60,5,"Utility",7,"Rec",2.06,71.8,20.38,4.97,0.74,0.04,0.01
"94","TITE-gBOIN-ET",60,5,"Utility",7,"Pats",NA,27.9141,6.1956,1.1718,0.1584,0.0147,0.0027
"95","TITE-gBOIN-ET",60,5,"Utility",8,"Rec",0,12,76.09,8.69,2.32,0.75,0.15
"96","TITE-gBOIN-ET",60,5,"Utility",8,"Pats",NA,5.9583,19.0635,5.2743,3.4131,1.7373,0.5535
"97","TITE-gBOIN-ET",60,5,"Utility",9,"Rec",1.26,5.39,3.89,4.14,48.78,27.48,9.06
"98","TITE-gBOIN-ET",60,5,"Utility",9,"Pats",NA,4.6863,5.6559,5.4426,13.1715,5.5797,1.3992
"99","TITE-gBOIN-ET",60,5,"Utility",10,"Rec",0.11,0.88,1.16,2.13,4.36,38.87,52.49
"100","TITE-gBOIN-ET",60,5,"Utility",10,"Pats",NA,3.3711,3.7587,4.4256,5.6469,11.637,7.1559
"101","TITE-gBOIN-ET",60,5,"Highest Efficacy",1,"Rec",0.18,0.8,1.78,3.23,8.89,21.87,63.25
"102","TITE-gBOIN-ET",60,5,"Highest Efficacy",1,"Pats",NA,3.9573,4.7595,5.3964,5.8614,6.8238,9.1911
"103","TITE-gBOIN-ET",60,5,"Highest Efficacy",2,"Rec",0.52,0.7,1.6,3.95,31.83,53.76,7.64
"104","TITE-gBOIN-ET",60,5,"Highest Efficacy",2,"Pats",NA,4.0455,4.9011,5.7378,8.6868,10.1058,2.475
"105","TITE-gBOIN-ET",60,5,"Highest Efficacy",3,"Rec",3.64,2.82,8.41,24.48,55.6,4.88,0.17
"106","TITE-gBOIN-ET",60,5,"Highest Efficacy",3,"Pats",NA,4.9917,7.0164,9.0135,11.5317,2.715,0.3987
"107","TITE-gBOIN-ET",60,5,"Highest Efficacy",4,"Rec",1.52,4.04,13.3,59.58,16.74,4.06,0.76
"108","TITE-gBOIN-ET",60,5,"Highest Efficacy",4,"Pats",NA,5.808,9.1716,13.731,5.1558,1.6185,0.3504
"109","TITE-gBOIN-ET",60,5,"Highest Efficacy",5,"Rec",1.6,5.03,24.93,59.44,8.62,0.37,0.01
"110","TITE-gBOIN-ET",60,5,"Highest Efficacy",5,"Pats",NA,6.8601,10.9467,13.4589,3.7956,0.69,0.0681
"111","TITE-gBOIN-ET",60,5,"Highest Efficacy",6,"Rec",0.43,18.55,65.52,13.35,1.88,0.24,0.03
"112","TITE-gBOIN-ET",60,5,"Highest Efficacy",6,"Pats",NA,11.1132,17.3004,5.5914,1.4991,0.3339,0.0531
"113","TITE-gBOIN-ET",60,5,"Highest Efficacy",7,"Rec",2.06,86.13,11.17,0.61,0.03,0,0
"114","TITE-gBOIN-ET",60,5,"Highest Efficacy",7,"Pats",NA,27.9141,6.1956,1.1718,0.1584,0.0147,0.0027
"115","TITE-gBOIN-ET",60,5,"Highest Efficacy",8,"Rec",0,6.52,74.41,12.52,5.29,1.15,0.11
"116","TITE-gBOIN-ET",60,5,"Highest Efficacy",8,"Pats",NA,5.9583,19.0635,5.2743,3.4131,1.7373,0.5535
"117","TITE-gBOIN-ET",60,5,"Highest Efficacy",9,"Rec",1.26,1.91,3.35,6.4,77.68,7.84,1.56
"118","TITE-gBOIN-ET",60,5,"Highest Efficacy",9,"Pats",NA,4.6863,5.6559,5.4426,13.1715,5.5797,1.3992
"119","TITE-gBOIN-ET",60,5,"Highest Efficacy",10,"Rec",0.11,0.37,0.6,1.67,6.02,45.95,45.28
"120","TITE-gBOIN-ET",60,5,"Highest Efficacy",10,"Pats",NA,3.3711,3.7587,4.4256,5.6469,11.637,7.1559
"121","TITE-gBOIN-ET",60,10,"Utility",1,"Rec",0.33,2.24,3.57,4.52,7.8,15.52,66.02
"122","TITE-gBOIN-ET",60,10,"Utility",1,"Pats",NA,3.8658,4.5963,5.2473,5.8281,6.9978,9.4506
"123","TITE-gBOIN-ET",60,10,"Utility",2,"Rec",0.36,2.41,3.33,3.53,23.49,54.01,12.87
"124","TITE-gBOIN-ET",60,10,"Utility",2,"Pats",NA,3.942,4.7985,5.7198,9.1974,10.1148,2.2047
"125","TITE-gBOIN-ET",60,10,"Utility",3,"Rec",3.59,4.72,8.34,10.08,56.92,14.76,1.59
"126","TITE-gBOIN-ET",60,10,"Utility",3,"Pats",NA,4.8756,6.8721,9.0831,12.0081,2.5215,0.324
"127","TITE-gBOIN-ET",60,10,"Utility",4,"Rec",1.68,5.71,5.21,57.94,21.53,6.32,1.61
"128","TITE-gBOIN-ET",60,10,"Utility",4,"Pats",NA,5.7684,9.2139,14.4606,4.785,1.3176,0.2625
"129","TITE-gBOIN-ET",60,10,"Utility",5,"Rec",1.57,10.96,13.34,56.19,15.1,2.64,0.2
"130","TITE-gBOIN-ET",60,10,"Utility",5,"Pats",NA,6.7674,11.0124,14.0127,3.3975,0.5799,0.0675
"131","TITE-gBOIN-ET",60,10,"Utility",6,"Rec",0.5,9.1,62.11,21.08,5.77,1.18,0.26
"132","TITE-gBOIN-ET",60,10,"Utility",6,"Pats",NA,11.3391,17.7627,5.1792,1.2819,0.2451,0.0411
"133","TITE-gBOIN-ET",60,10,"Utility",7,"Rec",2.1,74.68,18.31,4.27,0.58,0.06,0
"134","TITE-gBOIN-ET",60,10,"Utility",7,"Pats",NA,28.938,5.4972,0.9144,0.1083,0.009,0.0012
"135","TITE-gBOIN-ET",60,10,"Utility",8,"Rec",0,11.25,77.26,8.28,2.41,0.64,0.16
"136","TITE-gBOIN-ET",60,10,"Utility",8,"Pats",NA,5.9403,19.8492,5.1423,3.0807,1.5189,0.4686
"137","TITE-gBOIN-ET",60,10,"Utility",9,"Rec",1.33,5.85,4.42,4.33,48.97,26.71,8.39
"138","TITE-gBOIN-ET",60,10,"Utility",9,"Pats",NA,4.5156,5.3928,5.2533,14.3214,5.2248,1.2237
"139","TITE-gBOIN-ET",60,10,"Utility",10,"Rec",0.07,0.83,1.17,2.04,4.39,42.43,49.07
"140","TITE-gBOIN-ET",60,10,"Utility",10,"Pats",NA,3.3405,3.717,4.3539,5.6508,12.2766,6.6582
"141","TITE-gBOIN-ET",60,10,"Highest Efficacy",1,"Rec",0.33,0.71,1.54,3.02,8.39,21.68,64.33
"142","TITE-gBOIN-ET",60,10,"Highest Efficacy",1,"Pats",NA,3.8658,4.5963,5.2473,5.8281,6.9978,9.4506
"143","TITE-gBOIN-ET",60,10,"Highest Efficacy",2,"Rec",0.36,0.62,1.65,3.89,33.39,53.63,6.46
"144","TITE-gBOIN-ET",60,10,"Highest Efficacy",2,"Pats",NA,3.942,4.7985,5.7198,9.1974,10.1148,2.2047
"145","TITE-gBOIN-ET",60,10,"Highest Efficacy",3,"Rec",3.59,2.59,8.32,24.09,56.5,4.78,0.13
"146","TITE-gBOIN-ET",60,10,"Highest Efficacy",3,"Pats",NA,4.8756,6.8721,9.0831,12.0081,2.5215,0.324
"147","TITE-gBOIN-ET",60,10,"Highest Efficacy",4,"Rec",1.68,4.48,13.29,61.65,15.07,3.31,0.52
"148","TITE-gBOIN-ET",60,10,"Highest Efficacy",4,"Pats",NA,5.7684,9.2139,14.4606,4.785,1.3176,0.2625
"149","TITE-gBOIN-ET",60,10,"Highest Efficacy",5,"Rec",1.57,5.2,25.72,59.09,8.07,0.35,0
"150","TITE-gBOIN-ET",60,10,"Highest Efficacy",5,"Pats",NA,6.7674,11.0124,14.0127,3.3975,0.5799,0.0675
"151","TITE-gBOIN-ET",60,10,"Highest Efficacy",6,"Rec",0.5,19.99,65.25,12.39,1.71,0.14,0.02
"152","TITE-gBOIN-ET",60,10,"Highest Efficacy",6,"Pats",NA,11.3391,17.7627,5.1792,1.2819,0.2451,0.0411
"153","TITE-gBOIN-ET",60,10,"Highest Efficacy",7,"Rec",2.1,87.45,9.86,0.56,0.03,0,0
"154","TITE-gBOIN-ET",60,10,"Highest Efficacy",7,"Pats",NA,28.938,5.4972,0.9144,0.1083,0.009,0.0012
"155","TITE-gBOIN-ET",60,10,"Highest Efficacy",8,"Rec",0,5.86,75.53,12.2,5.24,1.04,0.13
"156","TITE-gBOIN-ET",60,10,"Highest Efficacy",8,"Pats",NA,5.9403,19.8492,5.1423,3.0807,1.5189,0.4686
"157","TITE-gBOIN-ET",60,10,"Highest Efficacy",9,"Rec",1.33,2.04,3.47,6.57,78.43,6.91,1.25
"158","TITE-gBOIN-ET",60,10,"Highest Efficacy",9,"Pats",NA,4.5156,5.3928,5.2533,14.3214,5.2248,1.2237
"159","TITE-gBOIN-ET",60,10,"Highest Efficacy",10,"Rec",0.07,0.31,0.53,1.55,6.4,49.33,41.81
"160","TITE-gBOIN-ET",60,10,"Highest Efficacy",10,"Pats",NA,3.3405,3.717,4.3539,5.6508,12.2766,6.6582
"161","TITE-gBOIN-ET",90,5,"Utility",1,"Rec",0.23,2.58,3.84,5.04,7.89,15.74,64.68
"162","TITE-gBOIN-ET",90,5,"Utility",1,"Pats",NA,4.0155,4.8246,5.4459,5.8854,6.9195,8.898
"163","TITE-gBOIN-ET",90,5,"Utility",2,"Rec",0.5,2.14,3.18,4.2,22.2,53.26,14.52
"164","TITE-gBOIN-ET",90,5,"Utility",2,"Pats",NA,4.0623,4.9374,5.8035,8.6997,9.9273,2.5287
"165","TITE-gBOIN-ET",90,5,"Utility",3,"Rec",3.33,4.61,7.88,10.67,56.82,15,1.69
"166","TITE-gBOIN-ET",90,5,"Utility",3,"Pats",NA,5.0433,7.1238,8.9958,11.49,2.6784,0.3609
"167","TITE-gBOIN-ET",90,5,"Utility",4,"Rec",1.44,5.52,5.44,56.67,22.12,6.91,1.9
"168","TITE-gBOIN-ET",90,5,"Utility",4,"Pats",NA,5.9502,9.3792,13.4883,5.1297,1.5771,0.3273
"169","TITE-gBOIN-ET",90,5,"Utility",5,"Rec",1.57,10.78,13.64,54.4,16.44,2.97,0.2
"170","TITE-gBOIN-ET",90,5,"Utility",5,"Pats",NA,7.0275,11.0583,13.2204,3.7728,0.6711,0.0801
"171","TITE-gBOIN-ET",90,5,"Utility",6,"Rec",0.52,8.06,60.03,22.47,7.31,1.33,0.28
"172","TITE-gBOIN-ET",90,5,"Utility",6,"Pats",NA,11.4705,16.7853,5.6676,1.5705,0.3168,0.0459
"173","TITE-gBOIN-ET",90,5,"Utility",7,"Rec",2.17,70.75,21.31,4.95,0.73,0.09,0
"174","TITE-gBOIN-ET",90,5,"Utility",7,"Pats",NA,27.6012,6.5361,1.1259,0.1521,0.0192,0.0015
"175","TITE-gBOIN-ET",90,5,"Utility",8,"Rec",0,12.32,75.24,8.86,2.84,0.62,0.12
"176","TITE-gBOIN-ET",90,5,"Utility",8,"Pats",NA,5.997,18.4044,5.5803,3.6453,1.8048,0.5682
"177","TITE-gBOIN-ET",90,5,"Utility",9,"Rec",1.21,5.51,3.29,4.08,48.92,27.72,9.27
"178","TITE-gBOIN-ET",90,5,"Utility",9,"Pats",NA,4.8084,5.874,5.6037,12.8349,5.4069,1.4064
"179","TITE-gBOIN-ET",90,5,"Utility",10,"Rec",0.09,0.88,1.21,2.24,4.69,37.64,53.25
"180","TITE-gBOIN-ET",90,5,"Utility",10,"Pats",NA,3.4128,3.822,4.4649,5.6196,11.5827,7.0914
"181","TITE-gBOIN-ET",90,5,"Highest Efficacy",1,"Rec",0.23,0.74,1.8,3.09,8.63,22.02,63.49
"182","TITE-gBOIN-ET",90,5,"Highest Efficacy",1,"Pats",NA,4.0155,4.8246,5.4459,5.8854,6.9195,8.898
"183","TITE-gBOIN-ET",90,5,"Highest Efficacy",2,"Rec",0.5,0.55,1.58,4.12,31.82,53.93,7.5
"184","TITE-gBOIN-ET",90,5,"Highest Efficacy",2,"Pats",NA,4.0623,4.9374,5.8035,8.6997,9.9273,2.5287
"185","TITE-gBOIN-ET",90,5,"Highest Efficacy",3,"Rec",3.33,2.53,8.68,25.17,55.66,4.46,0.17
"186","TITE-gBOIN-ET",90,5,"Highest Efficacy",3,"Pats",NA,5.0433,7.1238,8.9958,11.49,2.6784,0.3609
"187","TITE-gBOIN-ET",90,5,"Highest Efficacy",4,"Rec",1.44,4.29,13.49,60.31,16.15,3.75,0.57
"188","TITE-gBOIN-ET",90,5,"Highest Efficacy",4,"Pats",NA,5.9502,9.3792,13.4883,5.1297,1.5771,0.3273
"189","TITE-gBOIN-ET",90,5,"Highest Efficacy",5,"Rec",1.57,5.11,25.05,58.86,9.06,0.35,0
"190","TITE-gBOIN-ET",90,5,"Highest Efficacy",5,"Pats",NA,7.0275,11.0583,13.2204,3.7728,0.6711,0.0801
"191","TITE-gBOIN-ET",90,5,"Highest Efficacy",6,"Rec",0.52,18.62,64.49,13.86,2.26,0.25,0
"192","TITE-gBOIN-ET",90,5,"Highest Efficacy",6,"Pats",NA,11.4705,16.7853,5.6676,1.5705,0.3168,0.0459
"193","TITE-gBOIN-ET",90,5,"Highest Efficacy",7,"Rec",2.17,85.67,11.41,0.74,0.01,0,0
"194","TITE-gBOIN-ET",90,5,"Highest Efficacy",7,"Pats",NA,27.6012,6.5361,1.1259,0.1521,0.0192,0.0015
"195","TITE-gBOIN-ET",90,5,"Highest Efficacy",8,"Rec",0,6.57,73.99,12.61,5.66,1.08,0.09
"196","TITE-gBOIN-ET",90,5,"Highest Efficacy",8,"Pats",NA,5.997,18.4044,5.5803,3.6453,1.8048,0.5682
"197","TITE-gBOIN-ET",90,5,"Highest Efficacy",9,"Rec",1.21,1.96,3.11,6.17,77.83,8.29,1.43
"198","TITE-gBOIN-ET",90,5,"Highest Efficacy",9,"Pats",NA,4.8084,5.874,5.6037,12.8349,5.4069,1.4064
"199","TITE-gBOIN-ET",90,5,"Highest Efficacy",10,"Rec",0.09,0.4,0.56,1.93,6.41,45.33,45.28
"200","TITE-gBOIN-ET",90,5,"Highest Efficacy",10,"Pats",NA,3.4128,3.822,4.4649,5.6196,11.5827,7.0914
"201","TITE-gBOIN-ET",90,10,"Utility",1,"Rec",0.36,2.26,3.74,5.36,7.85,15.53,64.9
"202","TITE-gBOIN-ET",90,10,"Utility",1,"Pats",NA,3.9048,4.6605,5.3232,5.8779,7.0233,9.1953
"203","TITE-gBOIN-ET",90,10,"Utility",2,"Rec",0.39,2.28,3.16,3.49,23.26,52.99,14.43
"204","TITE-gBOIN-ET",90,10,"Utility",2,"Pats",NA,3.9849,4.8465,5.7549,8.8725,10.1025,2.4093
"205","TITE-gBOIN-ET",90,10,"Utility",3,"Rec",3.09,4.82,8.41,10.97,56.23,14.7,1.78
"206","TITE-gBOIN-ET",90,10,"Utility",3,"Pats",NA,4.9419,7.1046,9.1197,11.6682,2.5539,0.3351
"207","TITE-gBOIN-ET",90,10,"Utility",4,"Rec",1.37,5.48,5.43,57.48,22.06,6.39,1.79
"208","TITE-gBOIN-ET",90,10,"Utility",4,"Pats",NA,5.7453,9.2136,14.0178,5.0487,1.5027,0.3207
"209","TITE-gBOIN-ET",90,10,"Utility",5,"Rec",1.5,10.24,13.92,55.51,15.84,2.83,0.16
"210","TITE-gBOIN-ET",90,10,"Utility",5,"Pats",NA,6.8406,11.0784,13.7463,3.5133,0.6063,0.0558
"211","TITE-gBOIN-ET",90,10,"Utility",6,"Rec",0.58,9.19,61.81,21.35,5.35,1.47,0.25
"212","TITE-gBOIN-ET",90,10,"Utility",6,"Pats",NA,11.4849,17.3724,5.2764,1.3656,0.2994,0.0408
"213","TITE-gBOIN-ET",90,10,"Utility",7,"Rec",2.52,72.49,19.84,4.54,0.54,0.06,0.01
"214","TITE-gBOIN-ET",90,10,"Utility",7,"Pats",NA,28.4043,5.8122,0.9696,0.1182,0.0138,0.0015
"215","TITE-gBOIN-ET",90,10,"Utility",8,"Rec",0.01,12.1,76.43,8.49,2.25,0.61,0.11
"216","TITE-gBOIN-ET",90,10,"Utility",8,"Pats",NA,5.9067,19.1325,5.3763,3.4314,1.6488,0.501
