"","M","Z1","Z2","Z3","Z4","X1","X2","X3","X4","X5","X6"
"48","TITE-gBOIN-ET",60,5,"Utility",8,76.09,52.9541666666667,11.91,30.495,0,338.684108342768
"49","TITE-gBOIN-ET",60,5,"Utility",9,48.78,36.6534762572631,36.54,19.4207907566954,1.26,428.180646405403
"50","TITE-gBOIN-ET",60,5,"Utility",10,52.49,19.8801506867582,0,0,0.11,429.404083512686
"51","TITE-gBOIN-ET",60,5,"Highest Efficacy",1,63.25,25.5382819989164,0,0,0.18,452.608243080878
"52","TITE-gBOIN-ET",60,5,"Highest Efficacy",2,53.76,28.1091455273698,7.64,6.88417890520694,0.52,406.194098711203
"53","TITE-gBOIN-ET",60,5,"Highest Efficacy",3,55.6,32.331566994701,5.05,8.72991841197746,3.64,399.997645064127
"54","TITE-gBOIN-ET",60,5,"Highest Efficacy",4,59.58,38.3169667897297,21.56,19.8817925341772,1.52,351.662875827458
"55","TITE-gBOIN-ET",60,5,"Highest Efficacy",5,59.44,37.5743312283288,9,12.7129432653813,1.6,354.814495729177
"56","TITE-gBOIN-ET",60,5,"Highest Efficacy",6,65.52,48.2024791661443,15.5,20.8338557469679,0.43,315.368359733627
"57","TITE-gBOIN-ET",60,5,"Highest Efficacy",7,86.13,78.7259605215287,11.81,21.2740394784713,2.06,293.81213515859
"58","TITE-gBOIN-ET",60,5,"Highest Efficacy",8,74.41,52.9541666666667,19.07,30.495,0,338.684108342768
"59","TITE-gBOIN-ET",60,5,"Highest Efficacy",9,77.68,36.6534762572631,9.4,19.4207907566954,1.26,428.180646405403
"60","TITE-gBOIN-ET",60,5,"Highest Efficacy",10,45.28,19.8801506867582,0,0,0.11,429.404083512686
"61","TITE-gBOIN-ET",60,10,"Utility",1,66.02,26.2619525981009,0,0,0.33,559.245506361676
"62","TITE-gBOIN-ET",60,10,"Utility",2,54.01,28.1144724992495,12.87,6.1280477635836,0.36,520.565600165258
"63","TITE-gBOIN-ET",60,10,"Utility",3,56.92,33.6508390220937,16.35,7.97407270403874,3.59,516.131391223239
"64","TITE-gBOIN-ET",60,10,"Utility",4,57.94,40.3837131367292,29.46,17.7756367292225,1.68,477.460917482556
"65","TITE-gBOIN-ET",60,10,"Utility",5,56.19,39.1007718193842,17.94,11.2868121013243,1.57,482.654674834612
"66","TITE-gBOIN-ET",60,10,"Utility",6,62.11,49.5485242307338,28.29,18.8213930056822,0.5,452.057374770644
"67","TITE-gBOIN-ET",60,10,"Utility",7,74.68,81.5888079711064,23.22,18.4111920288936,2.1,436.433919912041
"68","TITE-gBOIN-ET",60,10,"Utility",8,77.26,55.1366666666667,11.49,28.3625,0,467.098869747335
"69","TITE-gBOIN-ET",60,10,"Utility",9,48.97,39.8573957185319,35.1,17.9465985372207,1.33,537.530404513269
"70","TITE-gBOIN-ET",60,10,"Utility",10,49.07,18.4965413784482,0,0,0.07,538.387864305315
"71","TITE-gBOIN-ET",60,10,"Highest Efficacy",1,64.33,26.2619525981009,0,0,0.33,559.245506361676
"72","TITE-gBOIN-ET",60,10,"Highest Efficacy",2,53.63,28.1144724992495,6.46,6.1280477635836,0.36,520.565600165258
"73","TITE-gBOIN-ET",60,10,"Highest Efficacy",3,56.5,33.6508390220937,4.91,7.97407270403874,3.59,516.131391223239
"74","TITE-gBOIN-ET",60,10,"Highest Efficacy",4,61.65,40.3837131367292,18.9,17.7756367292225,1.68,477.460917482556
"75","TITE-gBOIN-ET",60,10,"Highest Efficacy",5,59.09,39.1007718193842,8.42,11.2868121013243,1.57,482.654674834612
"76","TITE-gBOIN-ET",60,10,"Highest Efficacy",6,65.25,49.5485242307338,14.26,18.8213930056822,0.5,452.057374770644
"77","TITE-gBOIN-ET",60,10,"Highest Efficacy",7,87.45,81.5888079711064,10.45,18.4111920288936,2.1,436.433919912041
"78","TITE-gBOIN-ET",60,10,"Highest Efficacy",8,75.53,55.1366666666667,18.61,28.3625,0,467.098869747335
"79","TITE-gBOIN-ET",60,10,"Highest Efficacy",9,78.43,39.8573957185319,8.16,17.9465985372207,1.33,537.530404513269
"80","TITE-gBOIN-ET",60,10,"Highest Efficacy",10,41.81,18.4965413784482,0,0,0.07,538.387864305315
"81","TITE-gBOIN-ET",90,5,"Utility",1,64.68,24.7242899894134,0,0,0.23,617.592115622673
"82","TITE-gBOIN-ET",90,5,"Utility",2,53.26,27.6073517265545,14.52,7.03219508939373,0.5,542.98112064
"83","TITE-gBOIN-ET",90,5,"Utility",3,56.82,32.1919074755829,16.69,8.51530586514701,3.33,541.046000849611
"84","TITE-gBOIN-ET",90,5,"Utility",4,56.67,37.6223787926966,30.93,19.619935400733,1.44,459.448614963274
"85","TITE-gBOIN-ET",90,5,"Utility",5,54.4,36.8973659092051,19.61,12.6262203392669,1.57,466.536801943434
"86","TITE-gBOIN-ET",90,5,"Utility",6,60.03,46.812302337645,31.39,21.1977711216345,0.52,404.729916545915
"87","TITE-gBOIN-ET",90,5,"Utility",7,70.75,77.8902810700982,27.08,22.1097189299018,2.17,370.969422964592
"88","TITE-gBOIN-ET",90,5,"Utility",8,75.24,51.1233333333333,12.44,32.2183333333333,0,439.153919462221
"89","TITE-gBOIN-ET",90,5,"Utility",9,48.92,35.7176847747139,36.99,18.9604361292693,1.21,590.039658042857
"90","TITE-gBOIN-ET",90,5,"Utility",10,53.25,19.7019453566487,0,0,0.09,580.100817698844
"91","TITE-gBOIN-ET",90,5,"Highest Efficacy",1,63.49,24.7242899894134,0,0,0.23,617.592115622673
"92","TITE-gBOIN-ET",90,5,"Highest Efficacy",2,53.93,27.6073517265545,7.5,7.03219508939373,0.5,542.98112064
"93","TITE-gBOIN-ET",90,5,"Highest Efficacy",3,55.66,32.1919074755829,4.63,8.51530586514701,3.33,541.046000849611
"94","TITE-gBOIN-ET",90,5,"Highest Efficacy",4,60.31,37.6223787926966,20.47,19.619935400733,1.44,459.448614963274
"95","TITE-gBOIN-ET",90,5,"Highest Efficacy",5,58.86,36.8973659092051,9.41,12.6262203392669,1.57,466.536801943434
"96","TITE-gBOIN-ET",90,5,"Highest Efficacy",6,64.49,46.812302337645,16.37,21.1977711216345,0.52,404.729916545915
"97","TITE-gBOIN-ET",90,5,"Highest Efficacy",7,85.67,77.8902810700982,12.16,22.1097189299018,2.17,370.969422964592
"98","TITE-gBOIN-ET",90,5,"Highest Efficacy",8,73.99,51.1233333333333,19.44,32.2183333333333,0,439.153919462221
"99","TITE-gBOIN-ET",90,5,"Highest Efficacy",9,77.83,35.7176847747139,9.72,18.9604361292693,1.21,590.039658042857
"100","TITE-gBOIN-ET",90,5,"Highest Efficacy",10,45.28,19.7019453566487,0,0,0.09,580.100817698844
"101","TITE-gBOIN-ET",90,10,"Utility",1,64.9,25.5531471446436,0,0,0.36,713.241888742792
"102","TITE-gBOIN-ET",90,10,"Utility",2,52.99,28.0854364397591,14.43,6.69797000884055,0.39,644.551499239647
"103","TITE-gBOIN-ET",90,10,"Utility",3,56.23,32.6626244982281,16.48,8.08713616285124,3.09,642.525551179834
"104","TITE-gBOIN-ET",90,10,"Utility",4,57.48,39.1025641025641,30.24,19.1696793198099,1.37,573.012499790992
"105","TITE-gBOIN-ET",90,10,"Utility",5,55.51,38.3538825971591,18.83,11.6498840703446,1.5,579.156056590424
"106","TITE-gBOIN-ET",90,10,"Utility",6,61.81,48.4727744527686,28.42,19.4818566107228,0.58,527.303195262056
"107","TITE-gBOIN-ET",90,10,"Utility",7,72.49,80.4207861923691,24.99,19.5792138076309,2.52,498.690579927887
"108","TITE-gBOIN-ET",90,10,"Utility",8,76.43,53.1507054813358,11.46,30.4402903599497,0.01,553.088561853389
"109","TITE-gBOIN-ET",90,10,"Utility",9,49.29,38.7514506850573,35.29,17.5175960791844,1.39,685.132020476533
"110","TITE-gBOIN-ET",90,10,"Utility",10,52.15,19.8814911118334,0,0,0.07,677.194815495671
"111","TITE-gBOIN-ET",90,10,"Highest Efficacy",1,63.56,25.5531471446436,0,0,0.36,713.241888742792
"112","TITE-gBOIN-ET",90,10,"Highest Efficacy",2,53.14,28.0854364397591,7.43,6.69797000884055,0.39,644.551499239647
"113","TITE-gBOIN-ET",90,10,"Highest Efficacy",3,55.79,32.6626244982281,4.73,8.08713616285124,3.09,642.525551179834
"114","TITE-gBOIN-ET",90,10,"Highest Efficacy",4,61.21,39.1025641025641,20.12,19.1696793198099,1.37,573.012499790992
"115","TITE-gBOIN-ET",90,10,"Highest Efficacy",5,59.03,38.3538825971591,8.31,11.6498840703446,1.5,579.156056590424
"116","TITE-gBOIN-ET",90,10,"Highest Efficacy",6,65.67,48.4727744527686,14.09,19.4818566107228,0.58,527.303195262056
"117","TITE-gBOIN-ET",90,10,"Highest Efficacy",7,86.86,80.4207861923691,10.62,19.5792138076309,2.52,498.690579927887
"118","TITE-gBOIN-ET",90,10,"Highest Efficacy",8,74.98,53.1507054813358,18.38,30.4402903599497,0.01,553.088561853389
"119","TITE-gBOIN-ET",90,10,"Highest Efficacy",9,78.61,38.7514506850573,8.59,17.5175960791844,1.39,685.132020476533
"120","TITE-gBOIN-ET",90,10,"Highest Efficacy",10,44.38,19.8814911118334,0,0,0.07,677.194815495671
