"","M","Z1","Z2","Z3","Z4","X1","X2","X3","X4","X5","X6"
"33","TITE-gBOIN-ET",45,10,"Highest Efficacy",3,50.36,32.3061262261706,2.72,5.48348560563996,3.57,459.334875317419
"34","TITE-gBOIN-ET",45,10,"Highest Efficacy",4,61.83,42.9928741092637,10.51,11.0610217122211,1.23,436.931640411812
"35","TITE-gBOIN-ET",45,10,"Highest Efficacy",5,56.6,38.8126975631784,4.41,6.95422387984814,1.07,439.378717684703
"36","TITE-gBOIN-ET",45,10,"Highest Efficacy",6,61.15,51.4820462123624,6.2,10.7982439972521,0.62,417.782540807008
"37","TITE-gBOIN-ET",45,10,"Highest Efficacy",7,91.43,89.4754358567369,4.98,10.5245641432631,3.59,402.771761350774
"38","TITE-gBOIN-ET",45,10,"Highest Efficacy",8,76.26,58.7116666666667,12.79,18.3941666666667,0,425.40823042567
"39","TITE-gBOIN-ET",45,10,"Highest Efficacy",9,87.92,49.37625250501,2.77,12.6770207080828,1.26,470.014144706006
"40","TITE-gBOIN-ET",45,10,"Highest Efficacy",10,24.87,11.6775424823528,0,0,0.06,476.839336564828
"41","TITE-gBOIN-ET",60,5,"Utility",1,67.48,25.4626387916375,0,0,0.23,452.307836707127
"42","TITE-gBOIN-ET",60,5,"Utility",2,54.37,26.9159533463483,9.5,5.00825949842319,0.47,403.669223248272
"43","TITE-gBOIN-ET",60,5,"Utility",3,59.5,32.1743220203751,13.52,6.74914123980616,3.19,399.408585871633
"44","TITE-gBOIN-ET",60,5,"Utility",4,64.68,39.7365165345906,24.06,15.241415053332,1.09,348.369427449121
"45","TITE-gBOIN-ET",60,5,"Utility",5,59.97,37.8246142265713,14.42,8.78852507004558,1.17,351.906750232498
"46","TITE-gBOIN-ET",60,5,"Utility",6,68.67,49.5915546060073,22.69,14.7593314063089,0.61,310.233916670101
"47","TITE-gBOIN-ET",60,5,"Utility",7,79.2,86.2778789355354,17.11,13.7221210644646,3.69,284.856115506198
"48","TITE-gBOIN-ET",60,5,"Utility",8,75.73,56.5091666666667,10.28,24.8816666666667,0,328.600637884634
"49","TITE-gBOIN-ET",60,5,"Utility",9,61.73,43.8366795173484,29.65,15.5142776081043,0.84,424.175296577291
"50","TITE-gBOIN-ET",60,5,"Utility",10,38.68,15.2605086836228,0,0,0.03,426.856839779775
"51","TITE-gBOIN-ET",60,5,"Highest Efficacy",1,59.62,25.4626387916375,0,0,0.23,452.307836707127
"52","TITE-gBOIN-ET",60,5,"Highest Efficacy",2,49.19,26.9159533463483,3.99,5.00825949842319,0.47,403.669223248272
"53","TITE-gBOIN-ET",60,5,"Highest Efficacy",3,51.58,32.1743220203751,3.16,6.74914123980616,3.19,399.408585871633
"54","TITE-gBOIN-ET",60,5,"Highest Efficacy",4,59.99,39.7365165345906,13.05,15.241415053332,1.09,348.369427449121
"55","TITE-gBOIN-ET",60,5,"Highest Efficacy",5,56.28,37.8246142265713,4.93,8.78852507004558,1.17,351.906750232498
"56","TITE-gBOIN-ET",60,5,"Highest Efficacy",6,61.61,49.5915546060073,7.42,14.7593314063089,0.61,310.233916670101
"57","TITE-gBOIN-ET",60,5,"Highest Efficacy",7,90.86,86.2778789355354,5.45,13.7221210644646,3.69,284.856115506198
"58","TITE-gBOIN-ET",60,5,"Highest Efficacy",8,75.43,56.5091666666667,15.76,24.8816666666667,0,328.600637884634
"59","TITE-gBOIN-ET",60,5,"Highest Efficacy",9,87.42,43.8366795173484,4.09,15.5142776081043,0.84,424.175296577291
"60","TITE-gBOIN-ET",60,5,"Highest Efficacy",10,31.83,15.2605086836228,0,0,0.03,426.856839779775
"61","TITE-gBOIN-ET",60,10,"Utility",1,66.96,25.8631470997757,0,0,0.35,558.798954845257
"62","TITE-gBOIN-ET",60,10,"Utility",2,55.53,27.6821976299088,8.62,3.98212007238702,0.33,518.426614433788
"63","TITE-gBOIN-ET",60,10,"Utility",3,60.29,32.238424407555,12.74,5.74869233227374,3.53,513.896273693161
"64","TITE-gBOIN-ET",60,10,"Utility",4,67.87,41.4400856158657,20.82,12.6642921641417,1.04,475.839064581689
"65","TITE-gBOIN-ET",60,10,"Utility",5,60.73,38.982001873411,13.74,7.72112939917035,1.05,480.090562317288
"66","TITE-gBOIN-ET",60,10,"Utility",6,70.96,50.8521584662823,19.97,11.8665370693122,0.67,448.687075735376
"67","TITE-gBOIN-ET",60,10,"Utility",7,80.42,88.341526696709,15.94,11.658473303291,3.64,428.701083595504
"68","TITE-gBOIN-ET",60,10,"Utility",8,75.63,58.281175774446,9.02,21.4769687221329,0.01,458.615787633371
"69","TITE-gBOIN-ET",60,10,"Utility",9,63.78,48.0242831137165,27.01,12.8212836314445,1.28,535.204769425327
"70","TITE-gBOIN-ET",60,10,"Utility",10,34.11,13.3025535035669,0,0,0.04,536.200384303003
"71","TITE-gBOIN-ET",60,10,"Highest Efficacy",1,58.92,25.8631470997757,0,0,0.35,558.798954845257
"72","TITE-gBOIN-ET",60,10,"Highest Efficacy",2,48.95,27.6821976299088,3.35,3.98212007238702,0.33,518.426614433788
"73","TITE-gBOIN-ET",60,10,"Highest Efficacy",3,49.98,32.238424407555,2.58,5.74869233227374,3.53,513.896273693161
"74","TITE-gBOIN-ET",60,10,"Highest Efficacy",4,61.4,41.4400856158657,10.7,12.6642921641417,1.04,475.839064581689
"75","TITE-gBOIN-ET",60,10,"Highest Efficacy",5,56.69,38.982001873411,4.37,7.72112939917035,1.05,480.090562317288
"76","TITE-gBOIN-ET",60,10,"Highest Efficacy",6,61.37,50.8521584662823,6,11.8665370693122,0.67,448.687075735376
"77","TITE-gBOIN-ET",60,10,"Highest Efficacy",7,91.35,88.341526696709,5.01,11.658473303291,3.64,428.701083595504
"78","TITE-gBOIN-ET",60,10,"Highest Efficacy",8,75.92,58.281175774446,13.87,21.4769687221329,0.01,458.615787633371
"79","TITE-gBOIN-ET",60,10,"Highest Efficacy",9,87.35,48.0242831137165,2.99,12.8212836314445,1.28,535.204769425327
"80","TITE-gBOIN-ET",60,10,"Highest Efficacy",10,28.01,13.3025535035669,0,0,0.04,536.200384303003
"81","TITE-gBOIN-ET",90,5,"Utility",1,66.68,23.801980858372,0,0,0.27,617.869745792202
"82","TITE-gBOIN-ET",90,5,"Utility",2,54.25,26.6468714030727,9.9,4.94853787512303,0.3,539.071908370105
"83","TITE-gBOIN-ET",90,5,"Utility",3,58.85,31.2827973627556,13.85,6.70664020452099,3.33,537.697075538835
"84","TITE-gBOIN-ET",90,5,"Utility",4,64.25,39.1030789825971,24.55,14.9799196787149,1.13,452.842048753078
"85","TITE-gBOIN-ET",90,5,"Utility",5,59,36.848751442573,15.45,9.04932345414708,1.05,462.010111324558
"86","TITE-gBOIN-ET",90,5,"Utility",6,67.92,48.5542299985748,23.25,14.5365068452955,0.7,395.008664145545
"87","TITE-gBOIN-ET",90,5,"Utility",7,77.95,84.944692345831,18.43,15.055307654169,3.62,359.109929805164
"88","TITE-gBOIN-ET",90,5,"Utility",8,76.08,55.8042820591888,10.5,26.5507671536558,0.01,423.92422781324
"89","TITE-gBOIN-ET",90,5,"Utility",9,61.38,43.0473471568333,30.04,14.6432268189255,1.11,582.872844964001
"90","TITE-gBOIN-ET",90,5,"Utility",10,41.5,16.5812435932695,0,0,0.06,576.585084322618
"91","TITE-gBOIN-ET",90,5,"Highest Efficacy",1,58.74,23.801980858372,0,0,0.27,617.869745792202
"92","TITE-gBOIN-ET",90,5,"Highest Efficacy",2,48.96,26.6468714030727,3.89,4.94853787512303,0.3,539.071908370105
"93","TITE-gBOIN-ET",90,5,"Highest Efficacy",3,50.94,31.2827973627556,3.02,6.70664020452099,3.33,537.697075538835
"94","TITE-gBOIN-ET",90,5,"Highest Efficacy",4,59.59,39.1030789825971,13.42,14.9799196787149,1.13,452.842048753078
"95","TITE-gBOIN-ET",90,5,"Highest Efficacy",5,56.16,36.848751442573,5,9.04932345414708,1.05,462.010111324558
"96","TITE-gBOIN-ET",90,5,"Highest Efficacy",6,61.1,48.5542299985748,7.21,14.5365068452955,0.7,395.008664145545
"97","TITE-gBOIN-ET",90,5,"Highest Efficacy",7,90.01,84.944692345831,6.37,15.055307654169,3.62,359.109929805164
"98","TITE-gBOIN-ET",90,5,"Highest Efficacy",8,75.87,55.8042820591888,16.26,26.5507671536558,0.01,423.92422781324
"99","TITE-gBOIN-ET",90,5,"Highest Efficacy",9,86.85,43.0473471568333,4.06,14.6432268189255,1.11,582.872844964001
"100","TITE-gBOIN-ET",90,5,"Highest Efficacy",10,34.86,16.5812435932695,0,0,0.06,576.585084322618
"101","TITE-gBOIN-ET",90,10,"Utility",1,68.02,25.0589794676426,0,0,0.28,713.220569951159
"102","TITE-gBOIN-ET",90,10,"Utility",2,54.12,26.7439921284792,10.1,4.68705701849474,0.28,641.479998528045
"103","TITE-gBOIN-ET",90,10,"Utility",3,59.79,32.1015545608009,12.89,6.19556727611721,3.08,638.999028560076
"104","TITE-gBOIN-ET",90,10,"Utility",4,65.68,40.4038122013873,22.71,13.8757101856733,1.19,568.572785825807
"105","TITE-gBOIN-ET",90,10,"Utility",5,59.19,37.9099662331584,14.58,8.3715021229648,1.01,574.98465711431
"106","TITE-gBOIN-ET",90,10,"Utility",6,68.98,49.2972855191371,22.19,13.3159575270484,0.67,520.486012340501
"107","TITE-gBOIN-ET",90,10,"Utility",7,79.18,87.1002672762743,16.51,12.8997327237257,4.31,487.276634247951
"108","TITE-gBOIN-ET",90,10,"Utility",8,75.16,56.786038720216,9.94,24.9481202443557,0.01,541.782445211064
"109","TITE-gBOIN-ET",90,10,"Utility",9,62.7,46.2150796034845,29.09,13.2739227662628,0.89,680.296956641641
"110","TITE-gBOIN-ET",90,10,"Utility",10,38.85,15.5311080551736,0,0,0.06,673.580977359394
"111","TITE-gBOIN-ET",90,10,"Highest Efficacy",1,59.35,25.0589794676426,0,0,0.28,713.220569951159
"112","TITE-gBOIN-ET",90,10,"Highest Efficacy",2,48.25,26.7439921284792,3.94,4.68705701849474,0.28,641.479998528045
"113","TITE-gBOIN-ET",90,10,"Highest Efficacy",3,51.18,32.1015545608009,2.56,6.19556727611721,3.08,638.999028560076
"114","TITE-gBOIN-ET",90,10,"Highest Efficacy",4,60.6,40.4038122013873,11.74,13.8757101856733,1.19,568.572785825807
"115","TITE-gBOIN-ET",90,10,"Highest Efficacy",5,56.8,37.9099662331584,4.48,8.3715021229648,1.01,574.98465711431
"116","TITE-gBOIN-ET",90,10,"Highest Efficacy",6,59.47,49.2972855191371,6.9,13.3159575270484,0.67,520.486012340501
"117","TITE-gBOIN-ET",90,10,"Highest Efficacy",7,90.57,87.1002672762743,5.12,12.8997327237257,4.31,487.276634247951
"118","TITE-gBOIN-ET",90,10,"Highest Efficacy",8,75.35,56.786038720216,14.96,24.9481202443557,0.01,541.782445211064
"119","TITE-gBOIN-ET",90,10,"Highest Efficacy",9,87.53,46.2150796034845,3.31,13.2739227662628,0.89,680.296956641641
"120","TITE-gBOIN-ET",90,10,"Highest Efficacy",10,31.54,15.5311080551736,0,0,0.06,673.580977359394
