"","M","Z1","Z2","Z3","Z4","X1","X2","X3","X4","X5","X6"
"77","gBOIN-ET",60,10,"Highest Efficacy",7,92.9,94.0595508713922,2.41,5.94044912860784,4.69,929.297717771407
"78","gBOIN-ET",60,10,"Highest Efficacy",8,70.73,56.4683333333333,11.6,9.4975,0,960.36569219285
"79","gBOIN-ET",60,10,"Highest Efficacy",9,92.37,58.6484184508501,1.13,6.06817194963092,1.08,958.328173752628
"80","gBOIN-ET",60,10,"Highest Efficacy",10,11.23,5.33276663833192,0,0,0.04,959.853153201263
"81","gBOIN-ET",90,5,"Utility",1,68.07,26.7719292395418,0,0,0.31,1199.45141061072
"82","gBOIN-ET",90,5,"Utility",2,52.36,22.8255610244431,4.02,1.38233085842997,0.39,1198.61569956894
"83","gBOIN-ET",90,5,"Utility",3,62.87,33.6786558595069,9.47,3.65501519756839,4.79,1184.53506792817
"84","gBOIN-ET",90,5,"Utility",4,76.4,45.1808539115305,12.02,5.46158736532155,1.13,1195.41313116284
"85","gBOIN-ET",90,5,"Utility",5,63.51,37.9161157508912,8.67,3.65278079967866,1.25,1194.79007720294
"86","gBOIN-ET",90,5,"Utility",6,79.14,51.5968272846817,11.14,5.00699370984899,0.59,1193.92809298134
"87","gBOIN-ET",90,5,"Utility",7,84.96,93.7533373525105,10.5,6.24666264748945,4.54,1161.08271816785
"88","gBOIN-ET",90,5,"Utility",8,71.54,56.615,8.06,9.30333333333333,0,1200.105757236
"89","gBOIN-ET",90,5,"Utility",9,76.76,58.6000033420784,17.54,6.00237287569139,1.27,1196.556268208
"90","gBOIN-ET",90,5,"Utility",10,16.08,5.57296441370114,0,0,0.06,1199.77192941827
"91","gBOIN-ET",90,5,"Highest Efficacy",1,55.74,26.7719292395418,0,0,0.31,1199.45141061072
"92","gBOIN-ET",90,5,"Highest Efficacy",2,41.48,22.8255610244431,1.19,1.38233085842997,0.39,1198.61569956894
"93","gBOIN-ET",90,5,"Highest Efficacy",3,49.98,33.6786558595069,1.63,3.65501519756839,4.79,1184.53506792817
"94","gBOIN-ET",90,5,"Highest Efficacy",4,64.15,45.1808539115305,5.08,5.46158736532155,1.13,1195.41313116284
"95","gBOIN-ET",90,5,"Highest Efficacy",5,54.47,37.9161157508912,2.29,3.65278079967866,1.25,1194.79007720294
"96","gBOIN-ET",90,5,"Highest Efficacy",6,61.06,51.5968272846817,2.61,5.00699370984899,0.59,1193.92809298134
"97","gBOIN-ET",90,5,"Highest Efficacy",7,93.07,93.7533373525105,2.39,6.24666264748945,4.54,1161.08271816785
"98","gBOIN-ET",90,5,"Highest Efficacy",8,70.87,56.615,11.38,9.30333333333333,0,1200.105757236
"99","gBOIN-ET",90,5,"Highest Efficacy",9,92.19,58.6000033420784,1.05,6.00237287569139,1.27,1196.556268208
"100","gBOIN-ET",90,5,"Highest Efficacy",10,11.94,5.57296441370114,0,0,0.06,1199.77192941827
"101","gBOIN-ET",90,10,"Utility",1,67.08,26.4444481499391,0,0,0.3,1319.79094474189
"102","gBOIN-ET",90,10,"Utility",2,52.16,22.7749608032825,4.06,1.40441004770324,0.27,1318.99252379155
"103","gBOIN-ET",90,10,"Utility",3,62.95,33.3799942657649,9.79,3.57209114060682,4.41,1303.85259676782
"104","gBOIN-ET",90,10,"Utility",4,76.73,45.2446095534526,12.08,5.32141871030899,1.18,1314.40938564637
"105","gBOIN-ET",90,10,"Utility",5,63.82,37.9593680969275,8.77,3.64482227726086,1.19,1314.77288814481
"106","gBOIN-ET",90,10,"Utility",6,80.17,52.0407992222334,10.86,4.82835495658587,0.64,1312.74173804388
"107","gBOIN-ET",90,10,"Utility",7,85.82,93.9018518836941,9.74,6.09814811630586,4.44,1279.21572608237
"108","gBOIN-ET",90,10,"Utility",8,71.68,56.8425,9,9.8425,0,1319.69997960754
"109","gBOIN-ET",90,10,"Utility",9,77.51,58.8970987267794,16.8,6.04717178042162,1.07,1317.8382325381
"110","gBOIN-ET",90,10,"Utility",10,15.63,5.41027051352568,0,0,0.05,1320.12297897253
"111","gBOIN-ET",90,10,"Highest Efficacy",1,56.07,26.4444481499391,0,0,0.3,1319.79094474189
"112","gBOIN-ET",90,10,"Highest Efficacy",2,41.65,22.7749608032825,1.09,1.40441004770324,0.27,1318.99252379155
"113","gBOIN-ET",90,10,"Highest Efficacy",3,49.39,33.3799942657649,1.44,3.57209114060682,4.41,1303.85259676782
"114","gBOIN-ET",90,10,"Highest Efficacy",4,63.64,45.2446095534526,5.36,5.32141871030899,1.18,1314.40938564637
"115","gBOIN-ET",90,10,"Highest Efficacy",5,54.04,37.9593680969275,2.13,3.64482227726086,1.19,1314.77288814481
"116","gBOIN-ET",90,10,"Highest Efficacy",6,61.57,52.0407992222334,2.29,4.82835495658587,0.64,1312.74173804388
"117","gBOIN-ET",90,10,"Highest Efficacy",7,93.23,93.9018518836941,2.33,6.09814811630586,4.44,1279.21572608237
"118","gBOIN-ET",90,10,"Highest Efficacy",8,70.96,56.8425,12.2,9.8425,0,1319.69997960754
"119","gBOIN-ET",90,10,"Highest Efficacy",9,92.71,58.8970987267794,1.03,6.04717178042162,1.07,1317.8382325381
"120","gBOIN-ET",90,10,"Highest Efficacy",10,11.43,5.41027051352568,0,0,0.05,1320.12297897253
