"","M","Z1","Z2","Z3","Z4","Z5","X1","X2","X3","X4","X5","X6","X7"
"216","TITE-gBOIN-ET",90,10,"Utility",8,"Pats",NA,6.5751,20.4411,4.9986,2.6619,1.0524,0.2676
"217","TITE-gBOIN-ET",90,10,"Utility",9,"Rec",0.89,2.44,2,2.88,62.7,24.42,4.67
"218","TITE-gBOIN-ET",90,10,"Utility",9,"Pats",NA,4.2921,5.1159,5.157,16.6158,4.083,0.6894
"219","TITE-gBOIN-ET",90,10,"Utility",10,"Rec",0.06,0.63,1.18,2.12,6.93,50.23,38.85
"220","TITE-gBOIN-ET",90,10,"Utility",10,"Pats",NA,3.3381,3.7032,4.4553,6.1428,12.7656,5.5905
"221","TITE-gBOIN-ET",90,10,"Highest Efficacy",1,"Rec",0.28,0.63,1.77,2.83,9.87,25.27,59.35
"222","TITE-gBOIN-ET",90,10,"Highest Efficacy",1,"Pats",NA,3.8262,4.5516,5.2155,5.9241,7.4517,9.018
"223","TITE-gBOIN-ET",90,10,"Highest Efficacy",2,"Rec",0.28,0.59,1.55,4.83,40.56,48.25,3.94
"224","TITE-gBOIN-ET",90,10,"Highest Efficacy",2,"Pats",NA,3.8646,4.7073,5.7954,10.3023,9.6219,1.6863
"225","TITE-gBOIN-ET",90,10,"Highest Efficacy",3,"Rec",3.08,3.21,9.59,30.38,51.18,2.5,0.06
"226","TITE-gBOIN-ET",90,10,"Highest Efficacy",3,"Pats",NA,4.9827,7.3191,9.7389,11.4669,1.9665,0.2466
"227","TITE-gBOIN-ET",90,10,"Highest Efficacy",4,"Rec",1.19,5.85,20.62,60.6,9.87,1.7,0.17
"228","TITE-gBOIN-ET",90,10,"Highest Efficacy",4,"Pats",NA,6.1086,10.2837,14.4861,3.9405,0.8892,0.1452
"229","TITE-gBOIN-ET",90,10,"Highest Efficacy",5,"Rec",1.01,5.11,32.6,56.8,4.34,0.14,0
"230","TITE-gBOIN-ET",90,10,"Highest Efficacy",5,"Pats",NA,6.9432,12.3381,13.6071,2.6331,0.3435,0.0282
"231","TITE-gBOIN-ET",90,10,"Highest Efficacy",6,"Rec",0.67,32.96,59.47,6.41,0.47,0.02,0
"232","TITE-gBOIN-ET",90,10,"Highest Efficacy",6,"Pats",NA,13.3833,17.6469,3.8991,0.7365,0.12,0.0111
"233","TITE-gBOIN-ET",90,10,"Highest Efficacy",7,"Rec",4.31,90.57,4.91,0.21,0,0,0
"234","TITE-gBOIN-ET",90,10,"Highest Efficacy",7,"Pats",NA,30.4047,3.8445,0.5886,0.0657,0.0039,3e-04
"235","TITE-gBOIN-ET",90,10,"Highest Efficacy",8,"Rec",0.01,9.68,75.35,11.12,3.42,0.37,0.05
"236","TITE-gBOIN-ET",90,10,"Highest Efficacy",8,"Pats",NA,6.5751,20.4411,4.9986,2.6619,1.0524,0.2676
"237","TITE-gBOIN-ET",90,10,"Highest Efficacy",9,"Rec",0.89,1.25,2.35,4.67,87.53,2.89,0.42
"238","TITE-gBOIN-ET",90,10,"Highest Efficacy",9,"Pats",NA,4.2921,5.1159,5.157,16.6158,4.083,0.6894
"239","TITE-gBOIN-ET",90,10,"Highest Efficacy",10,"Rec",0.06,0.28,0.73,2.09,9.35,55.95,31.54
"240","TITE-gBOIN-ET",90,10,"Highest Efficacy",10,"Pats",NA,3.3381,3.7032,4.4553,6.1428,12.7656,5.5905
